,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
261,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,,,,,Sony Computer Entertainment,E
262,SNES,1993.0,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93,,,,,,
263,SAT,1995.0,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,,,,,Sega,Twelve
264,GB,1998.0,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,,,,,,
265,GB,2001.0,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,,,,,,
266,N64,2000.0,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,,,,,Nintendo,E
267,X360,2013.0,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,,
268,3DS,2013.0,Platform,Nintendo,0.74,0.62,0.41,0.13,1.89,,,,,Nintendo,E
269,PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,,,,,Konami Computer Entertainment Japan,E
270,PS,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,,,,,Clap Hanz,Three
271,PS2,2005.0,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,
272,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,,,,,,
273,PS2,2007.0,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,,,,,Buena Vista Games,E
274,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,,,,,
275,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,,,,,,
276,PS3,2009.0,Platform,Sony Computer Entertainment,1.05,0.53,0.03,0.26,1.86,,,,,Insomniac Games,Seven
277,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,,,,,,
278,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,,,,,SCE London Studio,
279,NES,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,,,,,,
280,PS2,2001.0,Racing,Unknown,0.0,1.1,0.42,0.33,1.84,,,,,,
281,N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,,,,,Nintendo,E
282,GBA,2005.0,Misc,THQ,1.31,0.49,0.0,0.03,1.83,,,,,Sega,
283,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,,,,SingleTrac,USK_6
284,SNES,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,,,,,Square Enix,CLASS_IND_L
285,Wii,2010.0,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,
286,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,Arsys Software,E
287,GEN,1994.0,Platform,Sega,1.24,0.43,0.03,0.12,1.82,,,,,Sonic Team,E
288,DC,2000.0,Racing,Sega,1.1,0.51,0.12,0.08,1.81,,,,,Sega,E10
289,PS,1999.0,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8,,,,,,E
290,WiiU,2013.0,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,,,,,Nintendo,
291,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,,
292,3DS,2011.0,Puzzle,Nintendo,0.32,0.97,0.36,0.13,1.79,,,,,LEVEL-5,Seven
293,PS,2001.0,Action,THQ,1.12,0.58,0.0,0.08,1.78,,,,,THQ,E
294,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,Square,Seven
295,N64,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,,,,,Nintendo,E
296,Wii,2007.0,Misc,Disney Interactive Studios,1.15,0.45,0.0,0.16,1.76,,,,,Buena Vista Games,E
297,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,Nintendo,Seven
298,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,,,,,,
299,GEN,1994.0,Platform,Sega,1.02,0.47,0.2,0.07,1.76,,,,,Sonic Team,E
300,NES,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,,,,,,
301,GBA,2007.0,Action,THQ,1.26,0.47,0.0,0.03,1.76,,,,,,
302,PS,1998.0,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,,,,,,
303,PS2,2001.0,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,,,,,Konami Computer Entertainment Tokyo,Three
304,SNES,1993.0,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,,,,,Capcom,Three
305,NES,1993.0,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,,,,,Nintendo,E
306,NES,1991.0,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,,,,,,
307,PS4,2015.0,Role-Playing,Bethesda Softworks,0.67,0.79,0.0,0.29,1.75,,,,,ZeniMax Online Studios,GRAC_Eighteen
308,GBA,2004.0,Misc,THQ,1.25,0.46,0.0,0.03,1.75,,,,,THQ,E
309,PS3,2013.0,Role-Playing,Square Enix,0.9,0.35,0.25,0.24,1.74,,,,,Disney Interactive Studios,Twelve
310,PS,1999.0,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,,,,,Big Ape Productions,T
311,N64,1996.0,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74,,,,,Williams Entertainment,
312,PS,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,,,,,EA Sports,E
313,PS,1998.0,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,,,,,989 Studios,T
314,GB,2001.0,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,,,,,Argonaut Games,E
315,PS2,2003.0,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72,,,,,,
316,PS2,2008.0,Shooter,Activision,0.61,0.18,0.0,0.94,1.72,,,,,Rebellion Developments,T
317,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08,1.71,,,,,,
318,DS,2006.0,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71,,,,,,
319,X360,2015.0,Shooter,Activision,1.14,0.4,0.0,0.16,1.71,,,,,Treyarch,M
320,SNES,1993.0,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7,,,,,,
321,DS,2007.0,Action,D3Publisher,0.68,0.82,0.0,0.19,1.7,,,,,D3 Publisher,E
322,PS,1999.0,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,,,,,,
323,PS3,2015.0,Shooter,Activision,0.49,0.87,0.07,0.26,1.69,,,,,Treyarch,M
324,N64,1997.0,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,,,,,THQ,E
325,PS,1998.0,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,,,,,THQ,E
326,DS,2009.0,Simulation,505 Games,0.79,0.65,0.08,0.17,1.69,,,,,Majesco Entertainment,E
327,PS2,2006.0,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68,,,,,Point of View,T
328,PS,1997.0,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68,,,,,,E
329,GB,1992.0,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,,,,,Nintendo,GRAC_ALL
330,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,,,,,Namco,T
331,3DS,2015.0,Role-Playing,Nintendo,0.81,0.23,0.52,0.11,1.68,,,,,Nintendo SPD,Twelve
332,NES,1989.0,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,,,,,Walt Disney Computer Software,E
333,XB,2003.0,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,,,,,,
334,GEN,1992.0,Fighting,Sega,1.0,0.3,0.31,0.04,1.66,,,,,,
335,2600,1981.0,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65,,,,,,
336,SNES,1991.0,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65,,,,,,
337,PS2,2004.0,Role-Playing,Enix Corporation,0.0,0.0,1.65,0.0,1.65,,,,,Square Enix,CERO_A
338,GBA,2004.0,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64,,,,,Nintendo,E
339,2600,1982.0,Puzzle,Atari,1.52,0.1,0.0,0.02,1.64,,,,,,
340,PS,1999.0,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64,,,,,Red Storm Entertainment,Sixteen
341,NES,1986.0,Action,Capcom,0.74,0.26,0.61,0.03,1.64,,,,,Micronics,CLASS_IND_L
342,PS2,2005.0,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64,,,,,,
343,PS2,2005.0,Sports,Activision,0.8,0.63,0.01,0.19,1.62,,,,,,
344,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62,,,,,,
345,GB,1989.0,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61,,,,,Nintendo R&D1,Three
346,GB,1998.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,,,,,Konami,
347,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,,,,,Relentless Software,Three
348,PS2,2005.0,Action,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,,,,,,
349,N64,1998.0,Racing,Video System,0.46,0.96,0.09,0.08,1.6,,,,,Eidos Interactive,E
350,2600,1981.0,Shooter,Activision,1.49,0.09,0.0,0.02,1.6,,,,,,
351,PS,1996.0,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,,,,,,
352,2600,1982.0,Platform,Atari,1.48,0.09,0.0,0.02,1.59,,,,,,
353,PS,1999.0,Racing,Electronic Arts,0.88,0.6,0.0,0.1,1.59,,,,,Electronic Arts,E
354,PS,2000.0,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,,,,,,
355,DS,2008.0,Misc,Disney Interactive Studios,0.63,0.76,0.0,0.17,1.56,,,,,Page 44 Studios,E
356,NES,1988.0,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56,,,,,Nintendo,E
357,DS,2007.0,Action,Disney Interactive Studios,1.05,0.36,0.0,0.15,1.56,,,,,Disney Interactive Studios,Three
358,PS,1995.0,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,,,,,Sony Computer Entertainment,T
359,SNES,1990.0,Action,Capcom,0.67,0.17,0.69,0.03,1.56,,,,,,
360,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.56,0.0,1.56,,,,,,
361,GBA,2003.0,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56,,,,,Jupiter Corporation,E
362,N64,2000.0,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55,,,,,Eurocom Entertainment Software,CLASS_IND_Fourteen
363,PC,1999.0,Strategy,Westwood Studios,1.55,0.0,0.0,0.0,1.55,,,,,Westwood Studios,T
364,PS4,2016.0,Platform,Sony Computer Entertainment,0.5,0.76,0.04,0.24,1.54,,,,,,
365,PS,1996.0,Shooter,Fox Interactive,0.85,0.58,0.0,0.1,1.54,,,,,Probe Entertainment,M
366,SNES,1994.0,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,,,,,,
367,PS,1998.0,Sports,989 Studios,1.44,0.05,0.0,0.04,1.53,,,,,,E
368,PS,1997.0,Sports,Electronic Arts,0.85,0.58,0.0,0.1,1.53,,,,,,
369,PS,1997.0,Fighting,Electronic Arts,1.07,0.39,0.0,0.06,1.52,,,,,,
370,PS,1996.0,Racing,Electronic Arts,1.43,0.05,0.0,0.04,1.52,,,,,,
371,NES,1984.0,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,,,,,,
372,NES,1984.0,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52,,,,,,
373,PS,1998.0,Racing,Electronic Arts,1.45,0.04,0.0,0.04,1.52,,,,,Stormfront Studios,E
374,PC,2010.0,Role-Playing,Square Enix,0.88,0.48,0.0,0.17,1.52,,,,,,
375,PS,1998.0,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52,,,,,,
376,3DS,2013.0,Role-Playing,GungHo,0.0,0.0,1.51,0.0,1.51,,,,,,CERO_A
377,Wii,2009.0,Shooter,Activision,0.94,0.43,0.0,0.14,1.51,,,,,Activision,Sixteen
378,NES,1988.0,Action,Capcom,0.93,0.15,0.42,0.01,1.51,,,,,,
379,PS,2001.0,Fighting,Electronic Arts,0.23,1.16,0.0,0.11,1.51,,,,,Electronic Arts,T
380,PS,1997.0,Sports,Electronic Arts,1.41,0.06,0.0,0.04,1.51,,,,,Electronic Arts,E
381,PS,1997.0,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,,,,,Gremlin Interactive,
382,PS,1998.0,Sports,Midway Games,1.41,0.05,0.0,0.04,1.5,,,,,Midway Games,E
383,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.5,0.0,1.5,,,,,,
384,N64,2000.0,Fighting,THQ,1.2,0.27,0.02,0.02,1.5,,,,,THQ,T
385,NES,1985.0,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,,,,,Nintendo,E
386,SCD,1993.0,Platform,Sega,1.0,0.36,0.09,0.05,1.5,,,,,,
387,PS,1998.0,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,,,,,,
388,N64,2000.0,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49,,,,,Rare,Three
389,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,,,,,Relentless Software,Three
390,PS4,2016.0,Shooter,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,,,,,id Software,Eighteen
391,N64,1999.0,Fighting,THQ,1.2,0.25,0.02,0.02,1.48,,,,,AKI Corporation,T
392,GB,1997.0,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,,,,,,
393,NES,1990.0,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48,,,,,Nintendo,CERO_B
394,3DS,2013.0,Platform,Nintendo,0.52,0.77,0.07,0.11,1.47,,,,,Nintendo,Seven
395,N64,1999.0,Action,Nintendo,0.62,0.18,0.65,0.02,1.47,,,,,Nintendo,E
396,PS,1998.0,Sports,,0.81,0.55,0.0,0.1,1.46,,,,,,E
397,3DS,2013.0,Role-Playing,Square Enix,0.06,0.09,1.3,0.01,1.46,,,,,,
398,2600,1981.0,Platform,Coleco,1.36,0.08,0.0,0.02,1.46,,,,,,
399,PS,1998.0,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46,,,,,Midway Games,M
400,Wii,2009.0,Sports,Nintendo,0.35,0.69,0.28,0.14,1.46,,,,,Nintendo,CLASS_IND_L
401,PS,1998.0,Fighting,THQ,1.17,0.2,0.04,0.05,1.46,,,,,,
402,GB,1996.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,,,,,,
403,NES,1984.0,Misc,Nintendo,0.0,0.0,1.45,0.0,1.45,,,,,,
404,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45,,,,,Bandai,
405,GB,1997.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,,,,,Bandai,
406,N64,1999.0,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45,,,,,Namco Hometek,E
407,PS2,2005.0,Sports,Activision,1.38,0.05,0.0,0.02,1.45,,,,,,
408,Wii,2008.0,Shooter,Sega,0.77,0.49,0.03,0.15,1.44,,,,,Sega Corporation,M
409,SNES,1996.0,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44,,,,,Nintendo,E
410,Wii,2010.0,Racing,Sega,0.61,0.68,0.0,0.15,1.44,,,,,Sega,
411,PSP,2006.0,Fighting,Sega,0.53,0.57,0.0,0.34,1.43,,,,,,
412,GB,1988.0,Platform,Capcom,0.82,0.23,0.35,0.03,1.43,,,,,,
413,PS,1999.0,Sports,Electronic Arts,0.79,0.54,0.0,0.09,1.43,,,,,EA Sports,E
414,PS2,2005.0,Sports,Electronic Arts,1.35,0.05,0.0,0.02,1.42,,,,,,
415,SNES,1994.0,Action,Nintendo,0.57,0.12,0.71,0.02,1.42,,,,,Nintendo R&D1,Seven
416,NES,1987.0,Sports,Namco Bandai Games,0.12,0.0,1.3,0.0,1.42,,,,,,
417,GC,2002.0,Action,Capcom,0.63,0.38,0.35,0.05,1.42,,,,,,
418,GC,2005.0,Action,Eidos Interactive,1.09,0.28,0.0,0.04,1.41,,,,,Aspyr Media,Three
419,GEN,1994.0,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,,,,,,
420,PS,1999.0,Fighting,Electronic Arts,1.02,0.34,0.0,0.05,1.41,,,,,Black Ops Entertainment,T
421,PS2,2003.0,Racing,Sony Computer Entertainment,0.0,0.47,0.77,0.17,1.41,,,,,Polyphony Digital,Three
422,PS,1996.0,Sports,Sony Computer Entertainment,1.15,0.2,0.0,0.05,1.4,,,,,Sony Interactive Studios America,E
423,NES,1990.0,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4,,,,,,
424,PS4,2013.0,Action,Square Enix,0.47,0.65,0.06,0.22,1.4,,,,,,
425,DS,2009.0,Role-Playing,Nintendo,0.0,0.19,1.18,0.03,1.39,,,,,LEVEL-5,
426,SNES,1994.0,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39,,,,,Midway,Three
427,NES,1991.0,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,1.39,,,,,,
428,Wii,2007.0,Action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.39,,,,,Avalanche Software,Three
429,Wii,2010.0,Action,Disney Interactive Studios,0.63,0.62,0.0,0.14,1.38,,,,,Avalanche Software,Seven
430,3DS,2012.0,Role-Playing,Nintendo,0.5,0.32,0.49,0.08,1.38,,,,,Square Enix,CERO_C
431,N64,2000.0,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38,,,,,Nintendo,Three
432,PS,1998.0,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38,,,,,n-Space,M
433,PS,1998.0,Misc,Activision,0.76,0.52,0.0,0.09,1.37,,,,,Activision,E
434,N64,1998.0,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37,,,,,Nintendo,
435,NES,1986.0,Shooter,Konami Digital Entertainment,0.27,0.08,1.0,0.01,1.36,,,,,Konami,E
436,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,1.36,0.0,1.36,,,,,,
437,2600,1981.0,Shooter,Atari,1.26,0.08,0.0,0.01,1.36,,,,,,
438,PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35,,,,,,
439,PS,1997.0,Sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35,,,,,EA Orlando,E
440,XB,2003.0,Racing,Vivendi Games,0.7,0.58,0.0,0.07,1.35,,,,,Vivendi Universal Games,T
441,PS,1997.0,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35,,,,,Sony Computer Entertainment of America,T
442,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35,,,,,SCE London Studio,
443,GEN,1994.0,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34,,,,,,
444,PC,2000.0,Strategy,Electronic Arts,1.32,0.02,0.0,0.0,1.34,,,,,Westwood Pacific,T
445,3DS,2016.0,Action,Level 5,0.0,0.0,1.33,0.0,1.33,,,,,,
446,PS2,2004.0,Platform,Sony Computer Entertainment,1.27,0.05,0.0,0.02,1.33,,,,,,
447,GBA,2002.0,Action,Activision,0.92,0.35,0.01,0.05,1.33,,,,,Treyarch,E
448,N64,1998.0,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33,,,,,Acclaim Studios Salt Lake City,T
449,GB,2000.0,Sports,Activision,0.9,0.38,0.01,0.05,1.33,,,,,,
450,GBA,2003.0,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33,,,,,Maxis,T
451,PS,2000.0,Sports,Electronic Arts,0.74,0.5,0.0,0.09,1.33,,,,,EA Sports,E
452,PS4,2016.0,Role-Playing,Bethesda Softworks,0.48,0.59,0.04,0.21,1.33,,,,,Bethesda Game Studios,Eighteen
453,NES,1985.0,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32,,,,,Nintendo R&D1,
454,PS,1998.0,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32,,,,,,
455,PS,1997.0,Fighting,Eidos Interactive,0.73,0.5,0.0,0.09,1.32,,,,,Core Design,T
456,GBA,2003.0,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32,,,,,,
457,PS,1996.0,Sports,Electronic Arts,0.73,0.5,0.0,0.09,1.32,,,,,EA Orlando,E
458,PS3,2011.0,Adventure,Sony Computer Entertainment,0.67,0.34,0.13,0.17,1.31,,,,,Team Ico,T
459,PS,1996.0,Racing,ASC Games,0.73,0.5,0.0,0.09,1.31,,,,,,
460,PS3,2010.0,Shooter,Sony Computer Entertainment,0.77,0.29,0.09,0.16,1.31,,,,,,
461,PS,1999.0,Adventure,THQ,0.57,0.67,0.0,0.07,1.31,,,,,THQ,E
462,2600,1983.0,Platform,Activision,1.22,0.07,0.0,0.02,1.31,,,,,,
463,2600,1979.0,Adventure,Atari,1.21,0.08,0.0,0.01,1.3,,,,,,
464,GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.94,0.35,0.0,0.02,1.3,,,,,Konami,E
465,SNES,1995.0,Role-Playing,SquareSoft,0.0,0.0,1.29,0.01,1.3,,,,,,
466,PS,1997.0,Racing,Accolade,1.05,0.2,0.0,0.05,1.3,,,,,,
467,PS,1999.0,Role-Playing,Namco Bandai Games,0.56,0.38,0.28,0.08,1.3,,,,,Bandai,T
468,GBA,2002.0,Role-Playing,Capcom,0.39,0.02,0.85,0.03,1.29,,,,,,
469,GC,2002.0,Action,Capcom,0.54,0.27,0.45,0.04,1.29,,,,,Capcom,M
470,Wii,2008.0,Misc,Disney Interactive Studios,0.67,0.49,0.0,0.13,1.29,,,,,Page 44 Studios,E
471,DS,2005.0,Role-Playing,Nintendo,0.74,0.05,0.43,0.07,1.29,,,,,AlphaDream,E
472,PS2,2005.0,Racing,Take-Two Interactive,1.22,0.05,0.0,0.01,1.29,,,,,,
473,GB,1989.0,Misc,Nintendo,0.0,0.0,1.28,0.0,1.28,,,,,Nintendo,
474,PS,1999.0,Action,3DO,1.1,0.14,0.0,0.04,1.28,,,,,The 3DO Company,T
475,PS,1999.0,Racing,989 Studios,1.07,0.16,0.0,0.04,1.28,,,,,989 Studios,T
476,PS,1995.0,Racing,Electronic Arts,0.71,0.48,0.0,0.08,1.27,,,,,,
477,2600,1981.0,Shooter,Imagic,1.18,0.08,0.0,0.01,1.27,,,,,,
478,NES,1984.0,Shooter,Nintendo,0.68,0.16,0.41,0.02,1.27,,,,,,
479,PS2,2004.0,Action,Sony Computer Entertainment,0.62,0.48,0.0,0.16,1.27,,,,,Sony Computer Entertainment,T
480,PS,1998.0,Puzzle,THQ,0.05,0.03,1.1,0.08,1.26,,,,,Shift,E
481,PS,1998.0,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26,,,,,Codemasters,
482,PC,2003.0,Sports,Eidos Interactive,0.0,1.15,0.0,0.11,1.26,,,,,Sports Interactive,
483,PS,2003.0,Misc,Hasbro Interactive,0.99,0.22,0.0,0.04,1.26,,,,,,
484,DS,2008.0,Action,Activision,0.56,0.56,0.0,0.14,1.25,,,,,"Luxoflux, Inc.",E10
485,2600,1977.0,Action,Atari,1.17,0.07,0.0,0.01,1.25,,,,,Atari,
486,NES,1988.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,,,,,,
487,NES,1987.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25,,,,,,
488,PS,1996.0,Sports,Natsume,0.99,0.13,0.1,0.04,1.25,,,,,,
489,DS,2007.0,Action,THQ,0.49,0.62,0.0,0.14,1.25,,,,,Helixe,
490,PS,1998.0,Racing,Electronic Arts,1.05,0.16,0.0,0.04,1.25,,,,,,T
491,GB,1992.0,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24,,,,,,
492,DS,2007.0,Action,Activision,1.12,0.02,0.0,0.09,1.24,,,,,,
493,DS,2011.0,Racing,Disney Interactive Studios,0.68,0.4,0.04,0.11,1.23,,,,,Virtual Toys,E
494,PS,2003.0,Misc,Sony Computer Entertainment,0.69,0.47,0.0,0.08,1.23,,,,,,
495,PS3,2014.0,Role-Playing,Square Enix,0.52,0.35,0.18,0.18,1.23,,,,,Square Enix,E10
496,GB,2000.0,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23,,,,,,
497,PS,1998.0,Racing,Activision,0.68,0.47,0.0,0.08,1.23,,,,,Activision,T
498,NES,1986.0,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23,,,,,,
499,GBA,2003.0,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23,,,,,Nintendo,E
500,PS,1997.0,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02,1.22,,,,,Upstart Games,E
501,NES,1984.0,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,,,,,,
502,GB,1997.0,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22,,,,,Nintendo R&D1,E
503,GB,1999.0,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22,,,,,,
504,PS2,2006.0,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22,,,,,,
505,PS,1997.0,Sports,Electronic Arts,1.13,0.05,0.0,0.03,1.22,,,,,,
506,PS,1997.0,Role-Playing,SquareSoft,0.0,0.0,1.14,0.08,1.22,,,,,Square Enix,E
507,PS,1996.0,Simulation,Maxis,0.68,0.46,0.0,0.08,1.22,,,,,Electronic Arts,Three
508,PS,1998.0,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22,,,,,,
509,PS,1999.0,Action,LucasArts,0.66,0.48,0.01,0.06,1.21,,,,,,
510,SNES,1992.0,Platform,Capcom,0.66,0.17,0.35,0.03,1.21,,,,,Capcom,
511,PS,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.2,0.01,1.21,,,,,Heartbeat,CERO_A
512,GBA,2007.0,Misc,,0.87,0.32,0.0,0.02,1.21,,,,,,
513,PS,1997.0,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21,,,,,,E
514,PSP,2005.0,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0.0,1.2,,,,,,
515,PSP,2006.0,Sports,Electronic Arts,0.25,0.64,0.0,0.31,1.2,,,,,EA Sports,
516,PC,2014.0,Simulation,Focus Home Interactive,0.08,1.04,0.0,0.07,1.2,,,,,,
517,DC,1999.0,Sports,Sega,1.12,0.05,0.0,0.02,1.2,,,,,Visual Concepts,E
518,GB,1989.0,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,,,,,,
519,NES,1986.0,Shooter,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,,,,,,
520,NES,1986.0,Platform,Konami Digital Entertainment,0.0,0.0,1.2,0.0,1.2,,,,,,
521,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,1.2,0.0,1.2,,,,,,
522,PS,1997.0,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19,,,,,Electronic Arts,T
523,NES,1990.0,Platform,Capcom,0.68,0.14,0.35,0.02,1.19,,,,,Capcom,CLASS_IND_L
